id,name,host_id,price,neighborhood,accommodates,room_type,borough,minimum_nights,maximum_nights,availability_90,beds,review_scores_rating,number_of_reviews,number_of_reviews_ltm,listing_url
35532192,"Hotel 48 Lex, Premier King Salon",262985820,282,Midtown,2,Private room,Manhattan,1,1125,90,1,4.5,8,6,https://www.airbnb.com/rooms/35532192
35532310,"Hotel 48 Lex, Executive King Salon",262985820,301,Midtown,2,Private room,Manhattan,1,1125,90,1,4.14,22,20,https://www.airbnb.com/rooms/35532310
35532705,"Hotel 48 Lex, Master Suite",262985820,441,Midtown,2,Private room,Manhattan,1,1125,90,1,3,3,2,https://www.airbnb.com/rooms/35532705
35535750,Comfortable 2 BED apt Lower East Side,264752722,236,Lower East Side,6,Entire home/apt,Manhattan,4,100,64,3,4.53,30,4,https://www.airbnb.com/rooms/35535750
35536969,Lofty spacious sun drenched home,40275,250,Bedford-Stuyvesant,5,Entire home/apt,Brooklyn,3,1125,68,3,5,10,0,https://www.airbnb.com/rooms/35536969
35539586,"Family Room, One Double size bed and a Twin bed",263720409,129,Long Island City,3,Hotel room,Queens,1,30,87,2,4.2,25,11,https://www.airbnb.com/rooms/35539586
35539721,"Nesva Hotel, Double Room Mobility",263720409,159,Long Island City,2,Hotel room,Queens,1,30,86,2,4.25,12,7,https://www.airbnb.com/rooms/35539721
35540029,"Nesva Hotel, King Standard",263720409,159,Long Island City,2,Private room,Queens,1,1125,88,1,4.91,11,8,https://www.airbnb.com/rooms/35540029
35540158,"Nesva Hotel, King Premium Balcony",263720409,179,Long Island City,2,Hotel room,Queens,1,30,88,1,4.56,18,2,https://www.airbnb.com/rooms/35540158
35540308,"Nesva Hotel, Twin Standard",263720409,109,Long Island City,2,Hotel room,Queens,1,1125,0,2,4.6,15,5,https://www.airbnb.com/rooms/35540308
35540417,"Nesva Hotel, Twin Premium Balcony",263720409,209,Long Island City,2,Hotel room,Queens,1,30,0,2,4.44,18,1,https://www.airbnb.com/rooms/35540417
35545194,"The Parc Hotel, Queen Room",263916265,159,Flushing,2,Private room,Queens,1,29,90,1,4.43,7,5,https://www.airbnb.com/rooms/35545194
35545434,Lovely Georgian Studio in the Heart of Chelsea,266533448,161,Chelsea,2,Private room,Manhattan,1,1125,90,1,4.5,213,211,https://www.airbnb.com/rooms/35545434
35545525,Beautiful Georgian Studio in the Heart of Chelsea,266533448,157,Chelsea,2,Private room,Manhattan,1,40,76,2,4.21,61,48,https://www.airbnb.com/rooms/35545525
35545595,Georgian Studio in the Heart of Chelsea,266533448,161,Chelsea,2,Private room,Manhattan,1,40,90,1,4.32,194,162,https://www.airbnb.com/rooms/35545595
35545650,Double Georgian Studio in the Heart of Chelsea,266533448,183,Chelsea,2,Private room,Manhattan,1,1125,72,2,4.55,22,21,https://www.airbnb.com/rooms/35545650
35546352,"Zen-Oasis, Entire Apartment Only 8 min from JFK!!",103336088,87,Jamaica,3,Entire home/apt,Queens,1,3,85,1,4.73,41,12,https://www.airbnb.com/rooms/35546352
35548721,Elissa's window Private key lock Room/clean/quiet,119155499,49,Bushwick,2,Private room,Brooklyn,5,1125,71,1,4.8,5,3,https://www.airbnb.com/rooms/35548721
35549378,A dreamy stay,267476000,115,Hell's Kitchen,1,Private room,Manhattan,1,8,88,1,4.6,10,0,https://www.airbnb.com/rooms/35549378
35549440,A dreamy stay,267476000,119,Hell's Kitchen,1,Private room,Manhattan,1,12,87,1,4.75,4,4,https://www.airbnb.com/rooms/35549440
35566699,"The Allen Hotel, King Deluxe",266741420,152,Lower East Side,2,Hotel room,Manhattan,1,1125,61,1,3.71,7,3,https://www.airbnb.com/rooms/35566699
35566995,"The Allen Hotel, King Balcony",266741420,165,Lower East Side,2,Hotel room,Manhattan,1,1125,86,1,4.21,89,85,https://www.airbnb.com/rooms/35566995
35568665,"The Allen Hotel, Double Bed Deluxe",266741420,180,Lower East Side,2,Hotel room,Manhattan,1,1125,89,2,3.95,22,21,https://www.airbnb.com/rooms/35568665
35569130,Crescent Room_2,265057419,61,East New York,4,Private room,Brooklyn,30,130,89,1,5,2,0,https://www.airbnb.com/rooms/35569130
35570396,⭐Big Room (up to 3 people)⭐,166984137,99,Harlem,3,Private room,Manhattan,30,1125,87,4,4.5,2,0,https://www.airbnb.com/rooms/35570396
35570674,Quiet Apartment for Large Groups,49658508,900,Kips Bay,10,Entire home/apt,Manhattan,3,1125,10,6,4.96,24,5,https://www.airbnb.com/rooms/35570674
35570970,"Great homey apartment in great, vibrant location!",6670406,175,Upper West Side,5,Entire home/apt,Manhattan,3,1125,1,2,4.67,6,2,https://www.airbnb.com/rooms/35570970
35573317,"Paper Factory, Superior Queen Room",266989293,148,Long Island City,2,Private room,Queens,1,1125,90,1,4.71,51,51,https://www.airbnb.com/rooms/35573317
35577620,Large Crownheights Apartment Sublet,21400616,52,Crown Heights,1,Entire home/apt,Brooklyn,30,1125,31,1,3.75,4,1,https://www.airbnb.com/rooms/35577620
35579364,Gorgeous apartment in center Williamsburg,107299996,134,Williamsburg,2,Entire home/apt,Brooklyn,30,1125,35,1,5,1,1,https://www.airbnb.com/rooms/35579364
35583150,Great Deal: Entire Apartment In Manhattan,265424495,153,Harlem,4,Entire home/apt,Manhattan,1,90,4,3,4.87,39,33,https://www.airbnb.com/rooms/35583150
35595716,Our slice of the Big Apple - good for large groups,266569093,800,Midtown,12,Entire home/apt,Manhattan,3,1125,35,7,4.97,33,12,https://www.airbnb.com/rooms/35595716
35595727,Unique  Magical Artist Loft Apartment - Bushwick,11583998,108,Williamsburg,3,Entire home/apt,Brooklyn,30,90,0,2,4.93,14,1,https://www.airbnb.com/rooms/35595727
35603341,Cozy studio in the UES (30 days min),159598333,99,Upper East Side,3,Entire home/apt,Manhattan,30,365,15,2,5,3,2,https://www.airbnb.com/rooms/35603341
35605010,Captivatingly Cozy 2 Bedroom Apartment,267864516,100,East New York,5,Entire home/apt,Brooklyn,2,1125,0,2,4.18,34,17,https://www.airbnb.com/rooms/35605010
35607523,"Bright, Spacious & Charming 1-bed Brownstone Apt",6768659,149,Park Slope,2,Entire home/apt,Brooklyn,2,1125,0,1,5,5,0,https://www.airbnb.com/rooms/35607523
35614263,"Luxury, Modern apatament just 10 mins to Manhattan",193961455,190,Williamsburg,4,Entire home/apt,Brooklyn,30,1125,77,2,4.82,65,0,https://www.airbnb.com/rooms/35614263
35616470,"Great place, safety lovely convenient location",267933377,105,Upper East Side,1,Private room,Manhattan,30,1125,89,1,4,1,0,https://www.airbnb.com/rooms/35616470
35617028,Huge room @ a Gorgeous apt + beautiful back yard,6997690,155,Greenpoint,2,Private room,Brooklyn,30,1125,89,1,0,1,0,https://www.airbnb.com/rooms/35617028
35618939,NYC private room super clean and cozy,83132880,44,Woodside,2,Private room,Queens,1,1125,9,1,4.81,16,2,https://www.airbnb.com/rooms/35618939
35633408,Private Room and private bathroom impeccable.,83132880,55,Woodside,3,Private room,Queens,2,1125,26,4,4.94,18,4,https://www.airbnb.com/rooms/35633408
35634704,NEW YORK AMAZING  ROOM 15 MINUTES FROM MANHATTAN,266792224,94,Woodside,2,Private room,Queens,3,1125,90,1,4.8,5,1,https://www.airbnb.com/rooms/35634704
35635841,A Very Special Apt - Lots of Light and Space,267989178,800,Kips Bay,10,Entire home/apt,Manhattan,3,1125,12,6,4.95,20,3,https://www.airbnb.com/rooms/35635841
35637155,East Village 1250sq ft Venue w/ Outdoor Space,9155963,1000,East Village,16,Entire home/apt,Manhattan,1,1,87,1,5,5,1,https://www.airbnb.com/rooms/35637155
35638345,Heart of the Big Apple Close to Broadway,263229425,400,Hell's Kitchen,4,Shared room,Manhattan,30,1125,90,2,5,1,0,https://www.airbnb.com/rooms/35638345
35647681,Fabulous 1-bedroom apartment in Clinton Hill,268173853,150,Clinton Hill,2,Entire home/apt,Brooklyn,30,1125,89,1,3.67,3,0,https://www.airbnb.com/rooms/35647681
35655547,Hip spot in MANHATTAN,268240039,41,Washington Heights,2,Private room,Manhattan,5,30,32,1,4.29,7,0,https://www.airbnb.com/rooms/35655547
35675859,Enjoy a break. You deserve luxury!,71276635,208,Washington Heights,4,Shared room,Manhattan,2,1125,90,2,3.89,9,1,https://www.airbnb.com/rooms/35675859
35679813,Studio Style Basement in Shared Apartment,63356650,53,Crown Heights,2,Private room,Brooklyn,30,1125,0,1,4,1,0,https://www.airbnb.com/rooms/35679813
35682527,Friendly host,35620036,75,Harlem,2,Private room,Manhattan,2,20,28,2,4.9,31,0,https://www.airbnb.com/rooms/35682527
35683483,UPPER EAST Historic Blding:Walk to Central Park,5309160,135,Upper East Side,2,Entire home/apt,Manhattan,30,1125,6,1,5,2,2,https://www.airbnb.com/rooms/35683483
35684442,COZY CUTE RM by  RIVERSIDE Brand New APT,1100494,50,Harlem,1,Private room,Manhattan,30,365,90,1,5,2,0,https://www.airbnb.com/rooms/35684442
35684596,Homey & Cozy room in queens!,83132880,46,Woodside,2,Private room,Queens,1,1125,45,1,4.75,16,7,https://www.airbnb.com/rooms/35684596
35686594,Brownstone apt 2 bedrooms rent the entire apt,96608840,300,Bushwick,5,Entire home/apt,Brooklyn,3,1125,88,2,4.55,22,0,https://www.airbnb.com/rooms/35686594
35700408,Cute and convenient near Central Park,67433858,60,East Harlem,2,Entire home/apt,Manhattan,180,200,26,1,4.91,33,0,https://www.airbnb.com/rooms/35700408
35704868,LIC - best for short stays!,3599104,1000,Long Island City,1,Shared room,Queens,30,30,90,1,5,1,0,https://www.airbnb.com/rooms/35704868
35711228,Trendy East Village apt for 4! Street level apt,4210130,149,East Village,4,Entire home/apt,Manhattan,30,1125,32,2,4.91,48,12,https://www.airbnb.com/rooms/35711228
35712515,Pauline's Place 1 BR APT 5 Min from JFK,259207391,60,Jamaica,2,Private room,Queens,1,30,86,1,4.87,23,1,https://www.airbnb.com/rooms/35712515
35713310,Central Park Premiere 2 Bed Room,261761196,251,Midtown,4,Private room,Manhattan,1,1125,90,2,3.97,29,29,https://www.airbnb.com/rooms/35713310
35713334,2 Beds close to Central Park,261761196,208,Midtown,4,Private room,Manhattan,1,1125,90,2,4.25,233,231,https://www.airbnb.com/rooms/35713334
35713354,Corner New York,261761196,276,Midtown,4,Private room,Manhattan,1,1125,86,2,2.33,3,1,https://www.airbnb.com/rooms/35713354
35714197,"Private Single Bedroom | Fresh Meadows, Queens",268611281,45,Flushing,1,Private room,Queens,2,1125,12,1,4.76,21,4,https://www.airbnb.com/rooms/35714197
35715171,Manhattan ROOF TOP for 25,71276635,1000,Washington Heights,16,Shared room,Manhattan,1,1,90,0,5,3,0,https://www.airbnb.com/rooms/35715171
35716452,big studio loft with private rooftop,17601262,163,Williamsburg,2,Entire home/apt,Brooklyn,3,1125,49,0,4.7,10,6,https://www.airbnb.com/rooms/35716452
35732634,Rose's Brooklyn Oasis (Twin) - Close to Subway!,268757078,35,East Flatbush,1,Private room,Brooklyn,30,30,63,1,4.39,44,0,https://www.airbnb.com/rooms/35732634
35739927,"Charming """"Library"""" Apt, Heart of Greenwich Village",4129805,165,West Village,2,Entire home/apt,Manhattan,1,2,32,2,4.92,12,0,https://www.airbnb.com/rooms/35739927
35743508,"20 Min to Manhattan, Big 3 bed RM Apt in Ridgewood",267405973,170,Ridgewood,7,Entire home/apt,Queens,30,120,89,4,2,1,0,https://www.airbnb.com/rooms/35743508
35752161,Private Balcony & Rooftop Deck in New Building,15020878,110,East Harlem,2,Entire home/apt,Manhattan,30,1125,90,1,4.7,11,0,https://www.airbnb.com/rooms/35752161
35766431,Urban Oasis Apartment for Fam or Friends,433917,80,Crown Heights,4,Entire home/apt,Brooklyn,2,7,1,1,5,3,0,https://www.airbnb.com/rooms/35766431
35768873,Brand new 3 BD apartment a minute from G train,32708211,299,Bedford-Stuyvesant,7,Entire home/apt,Brooklyn,2,1125,9,3,5,1,1,https://www.airbnb.com/rooms/35768873
35772374,Luxury Brooklyn Condo only 30 min to NYC,264272029,369,East Flatbush,8,Entire home/apt,Brooklyn,30,31,89,4,4.95,19,0,https://www.airbnb.com/rooms/35772374
35796073,Newly renovated apartment in Manhattan,149334307,86,Washington Heights,2,Entire home/apt,Manhattan,4,1125,5,1,4.83,29,1,https://www.airbnb.com/rooms/35796073
35803621,Tranquil Haven-8 mins to JFK/LIRR /Air Train Rm.#2,178272943,69,Jamaica,2,Private room,Queens,1,3,70,1,4.87,63,21,https://www.airbnb.com/rooms/35803621
35805262,Beautiful Quiet Large 1 BR next to Times Square,10745276,175,Hell's Kitchen,5,Entire home/apt,Manhattan,30,60,90,1,4.66,41,17,https://www.airbnb.com/rooms/35805262
35808578,"Sunny, Large, Comfy, Private Room",269375490,55,Canarsie,2,Private room,Brooklyn,1,3,76,1,4.79,158,63,https://www.airbnb.com/rooms/35808578
35816788,Artists cave,226970380,130,East Village,2,Entire home/apt,Manhattan,30,1125,62,1,4.83,14,1,https://www.airbnb.com/rooms/35816788
35827600,Amazing apartment half block away from the subway,64185868,55,Bedford-Stuyvesant,1,Private room,Brooklyn,30,30,88,1,0,1,0,https://www.airbnb.com/rooms/35827600
35828656,"Wonderful, large bedroom in sun-filled apartment",17066941,90,Bedford-Stuyvesant,2,Private room,Brooklyn,5,1125,13,1,5,1,0,https://www.airbnb.com/rooms/35828656
35829570,"Best of Brooklyn 2: FAST Internet, Desk, Pets ok!",393473,169,Bedford-Stuyvesant,4,Entire home/apt,Brooklyn,3,130,28,2,4.79,70,23,https://www.airbnb.com/rooms/35829570
35840564,Cozy 2 bedroom apt in Astoria / Long Island City,201153591,110,Astoria,4,Entire home/apt,Queens,30,1125,22,2,4.92,24,0,https://www.airbnb.com/rooms/35840564
35843964,Luxury 3 Stops to Times Square,13107477,74,Harlem,4,Entire home/apt,Manhattan,30,1125,16,1,4.78,54,9,https://www.airbnb.com/rooms/35843964
35860327,Dreamy bright Nook,4107600,50,Bushwick,1,Private room,Brooklyn,30,1000,59,1,5,1,0,https://www.airbnb.com/rooms/35860327
35860626,"Backyard in BK, Modern Reno, Sleeps 6, Walk 2train",53648985,160,Crown Heights,6,Entire home/apt,Brooklyn,1,1125,0,4,4.93,14,7,https://www.airbnb.com/rooms/35860626
35865346,Spacious Modern Apt. Near JFK Airport and Trains,269763887,145,Jamaica,4,Entire home/apt,Queens,2,1125,47,3,4.74,38,16,https://www.airbnb.com/rooms/35865346
35867138,"Cozy UES Studio w/ Doorman, Gym and Pool #6127",113723310,155,East Harlem,3,Entire home/apt,Manhattan,30,1125,14,2,4.83,6,3,https://www.airbnb.com/rooms/35867138
35868549,"Gorgeous Midtown East 1 Bed w/ Gym, Rooftop #6125",113723310,185,Murray Hill,3,Entire home/apt,Manhattan,30,1125,32,1,4.8,5,5,https://www.airbnb.com/rooms/35868549
35874420,HUGE Brick studio apartment SECONDS from subway!,55190776,100,Upper East Side,4,Entire home/apt,Manhattan,30,1125,24,2,4.71,8,0,https://www.airbnb.com/rooms/35874420
35875685,"Harlem Hidden Gem,Clean, Affordable and Convenient",269838822,70,Harlem,1,Private room,Manhattan,30,30,90,1,4.14,7,0,https://www.airbnb.com/rooms/35875685
35880719,Boho-Lux 2.5 Bed 2 Bth Penthouse w/ Private Garden,269885851,230,Lower East Side,2,Entire home/apt,Manhattan,30,60,2,2,5,39,13,https://www.airbnb.com/rooms/35880719
35893569,Cozy nest n.1 in the heart of the East Village,170566147,135,East Village,3,Entire home/apt,Manhattan,30,1125,0,1,4.89,9,0,https://www.airbnb.com/rooms/35893569
35896695,Private basement studio with backyard access.,1576926,50,Bedford-Stuyvesant,2,Private room,Brooklyn,30,180,29,1,5,24,9,https://www.airbnb.com/rooms/35896695
35907127,Huge1 Bedroom Apt + Balcony near Javits Center,265498730,440,Hell's Kitchen,4,Entire home/apt,Manhattan,3,31,0,1,4.69,51,11,https://www.airbnb.com/rooms/35907127
35915030,Lovely North Park Slope Private Garden Apartment,270144441,135,Park Slope,4,Entire home/apt,Brooklyn,3,14,3,2,4.96,26,8,https://www.airbnb.com/rooms/35915030
35934279,Vintage Brooklyn Hideaway (Williamsburg),507966,214,Williamsburg,4,Entire home/apt,Brooklyn,3,150,0,2,5,4,0,https://www.airbnb.com/rooms/35934279
35938640,Three Bedroom Family Suite- Top Floor w/ Skylight,270314994,348,Canarsie,5,Entire home/apt,Brooklyn,2,120,90,3,4.86,7,1,https://www.airbnb.com/rooms/35938640
35944106,Cozy two bedroom apt close to Soho and NYU.,270096519,438,Lower East Side,4,Entire home/apt,Manhattan,30,1125,48,2,4.73,15,2,https://www.airbnb.com/rooms/35944106
35944364,E Z Living In Harlem 2,244536777,200,Harlem,5,Entire home/apt,Manhattan,3,30,87,2,5,4,0,https://www.airbnb.com/rooms/35944364
35944866,Sweet Sunny Apt in prime Park Slope  Location,270372514,150,Park Slope,2,Entire home/apt,Brooklyn,30,90,17,2,4.96,28,4,https://www.airbnb.com/rooms/35944866
35948933,"Lovely Private Room, 5 mins to Yankee Stadium!",270414511,256,Washington Heights,2,Private room,Manhattan,1,30,62,1,5,8,0,https://www.airbnb.com/rooms/35948933
35969545,Chic Brooklyn Townhome Apt Quick Train to the City,7660014,277,Bedford-Stuyvesant,5,Entire home/apt,Brooklyn,2,1125,31,2,4.9,67,19,https://www.airbnb.com/rooms/35969545
35974849,Midtown Subway Located+Great Deal for Short Trip,102495774,120,Midtown,2,Private room,Manhattan,30,1125,89,1,0,2,0,https://www.airbnb.com/rooms/35974849
35975589,BIG ROOM ON THE UPPER WEST SIDE,270631254,99,Upper West Side,3,Private room,Manhattan,14,80,47,1,5,4,2,https://www.airbnb.com/rooms/35975589
35988369,"Spacious, light studio in East Village",6230673,120,East Village,2,Entire home/apt,Manhattan,180,180,83,1,5,1,0,https://www.airbnb.com/rooms/35988369
35995460,Comfortable place in downtown NYC,33205064,70,Financial District,1,Shared room,Manhattan,1,1125,79,1,4.58,25,0,https://www.airbnb.com/rooms/35995460
36001938,Spacious 2BR Manhattan/NYC  apt. Mins. to time sq.,55711801,197,Harlem,6,Entire home/apt,Manhattan,3,1125,9,3,4.91,57,15,https://www.airbnb.com/rooms/36001938
36002802,Conveniently Located Cozy and Quiet UES Apartment,265172138,150,Upper East Side,3,Entire home/apt,Manhattan,60,1125,33,1,4.64,11,0,https://www.airbnb.com/rooms/36002802
36025215,Gorgeous sunny room in fabulous Brooklyn duplex,3103656,90,Bushwick,2,Private room,Brooklyn,3,60,60,2,5,1,0,https://www.airbnb.com/rooms/36025215
36025555,Sunny Brooklyn Bedroom,3103656,75,Bushwick,1,Private room,Brooklyn,2,60,80,1,5,2,2,https://www.airbnb.com/rooms/36025555
36039490,A clean 2 comfortable private room near Bowne park,215128544,68,Flushing,2,Private room,Queens,1,1125,71,1,4.61,31,15,https://www.airbnb.com/rooms/36039490
36057248,Charming UWS apartment 1block to Central Park,58916575,350,Upper West Side,5,Entire home/apt,Manhattan,30,1125,88,3,4.25,4,0,https://www.airbnb.com/rooms/36057248
36057961,"Cozy apartment, amazing location!",271094569,242,Lower East Side,2,Entire home/apt,Manhattan,2,60,41,1,4.84,68,31,https://www.airbnb.com/rooms/36057961
36060576,(4FE) Fantastic Chelsea Studio In Flower District,271275048,113,Chelsea,3,Entire home/apt,Manhattan,30,180,45,2,5,3,2,https://www.airbnb.com/rooms/36060576
36063144,"Airy, light-filled, charming and zen duplex",4073971,645,Bedford-Stuyvesant,6,Entire home/apt,Brooklyn,2,1125,5,3,4.88,17,17,https://www.airbnb.com/rooms/36063144
36064676,Trendy and Tranquil Staycation  in Brooklyn Duplex,271300364,176,Bushwick,8,Entire home/apt,Brooklyn,3,60,51,4,4.92,59,20,https://www.airbnb.com/rooms/36064676
36065361,Authentic Brooklyn Artist Loft Experience,271035656,387,Williamsburg,6,Entire home/apt,Brooklyn,4,21,55,5,4.73,44,11,https://www.airbnb.com/rooms/36065361
36071215,A soothing full loft in Williamsburg,2206491,95,Williamsburg,2,Entire home/apt,Brooklyn,30,120,6,1,5,3,3,https://www.airbnb.com/rooms/36071215
36072357,Charming suite on Historic block,271354975,153,Bedford-Stuyvesant,2,Entire home/apt,Brooklyn,2,1125,0,6,4.96,25,1,https://www.airbnb.com/rooms/36072357
36098090,Beautiful studio close to the hightline,11725026,171,Chelsea,2,Entire home/apt,Manhattan,7,7,89,2,4,1,0,https://www.airbnb.com/rooms/36098090
36102419,"Private BR, queen bed in charming bushwick diggs",36012265,54,Bushwick,2,Private room,Brooklyn,30,1125,50,1,5,3,2,https://www.airbnb.com/rooms/36102419
36103414,"Shoreham Hotel, Standard King",270008247,250,Midtown,2,Private room,Manhattan,30,1125,89,1,4.43,7,7,https://www.airbnb.com/rooms/36103414
36108534,"Beautiful UWS 1 BD w/ Gym, Laundry, Rooftop #6143",113723310,160,Upper West Side,3,Entire home/apt,Manhattan,30,1125,0,1,4.5,2,1,https://www.airbnb.com/rooms/36108534
36108675,Dylan Hotel NYC - Penthouse,266764027,596,Murray Hill,2,Hotel room,Manhattan,1,21,82,1,4.25,4,4,https://www.airbnb.com/rooms/36108675
36108871,Dylan Hotel NYC - Alchemy Suite,266764027,281,Murray Hill,2,Hotel room,Manhattan,1,21,79,1,5,1,0,https://www.airbnb.com/rooms/36108871
36108965,Dylan Hotel NYC - Luxury King Room,266764027,191,Midtown,2,Hotel room,Manhattan,1,21,85,1,4.4,287,208,https://www.airbnb.com/rooms/36108965
36109149,Stunning Furnished Two Bedroom apartment.,11360902,125,Upper West Side,4,Entire home/apt,Manhattan,30,365,0,2,4.5,6,1,https://www.airbnb.com/rooms/36109149
36109805,"Amazing UWS Studio w/ Gym, Laundry, Rooftop #6108",113723310,160,Upper West Side,3,Entire home/apt,Manhattan,30,1125,1,2,4.83,6,4,https://www.airbnb.com/rooms/36109805
36114337,Private Brownstone Apartment with Island Theme,33949788,200,Bedford-Stuyvesant,4,Entire home/apt,Brooklyn,3,1125,51,2,4.83,23,9,https://www.airbnb.com/rooms/36114337
36115258,Sunlit Design Loft 2bdroom,271663737,213,Williamsburg,4,Entire home/apt,Brooklyn,1,24,48,3,4.65,56,20,https://www.airbnb.com/rooms/36115258
36116045,Cristina's place,95007110,55,Washington Heights,2,Private room,Manhattan,30,30,90,1,4.75,13,0,https://www.airbnb.com/rooms/36116045
36134670,Amazing and clean apartment-15 min to Central Park,271784048,55,Harlem,2,Private room,Manhattan,30,1125,66,1,4.83,12,0,https://www.airbnb.com/rooms/36134670
36137613,"Private floor in Modern, Hip Brooklyn Brownstone!",206115,168,Bedford-Stuyvesant,2,Entire home/apt,Brooklyn,2,1125,26,2,4.9,50,17,https://www.airbnb.com/rooms/36137613
36138789,Room with Amazing location in Manhattan,31846499,73,East Harlem,1,Private room,Manhattan,180,1125,87,1,2,1,0,https://www.airbnb.com/rooms/36138789
36139806,"25 mins to Times Sq!! 15 mins LGA, 20mins JFK! C",260209224,44,Jackson Heights,2,Entire home/apt,Queens,30,1125,0,1,4.47,30,1,https://www.airbnb.com/rooms/36139806
36142198,Sunny & Spacious Staycation in Brooklyn,271841308,160,Bushwick,6,Entire home/apt,Brooklyn,3,60,50,3,4.88,60,24,https://www.airbnb.com/rooms/36142198
36151001,Erma ‘s,209921907,67,Crown Heights,2,Entire home/apt,Brooklyn,3,8,61,1,4.78,32,9,https://www.airbnb.com/rooms/36151001
36152878,Cozy Apartment in Midtown West,271928929,178,Hell's Kitchen,2,Entire home/apt,Manhattan,1,1125,51,1,4.9,50,9,https://www.airbnb.com/rooms/36152878
36171755,Stunning Park Slope Gem 1 Block from Prospect Park,247639303,70,Park Slope,2,Entire home/apt,Brooklyn,30,1125,10,1,5,1,1,https://www.airbnb.com/rooms/36171755
36175342,"Nice South Slope 2 BR w/ Patio, Washer / Dryer",48164151,222,Sunset Park,6,Entire home/apt,Brooklyn,3,1125,17,3,4.93,60,29,https://www.airbnb.com/rooms/36175342
36178860,Charming 1 Bedroom Apartment in Clinton Hill,60139158,180,Clinton Hill,3,Entire home/apt,Brooklyn,3,29,44,1,4.84,50,21,https://www.airbnb.com/rooms/36178860
36179952,"Chic, Bright, & Cozy West Village Walk- Up",195081151,143,SoHo,4,Entire home/apt,Manhattan,300,1125,90,3,4.5,2,0,https://www.airbnb.com/rooms/36179952
36182794,"Two Bedrooms with Kitchenette, Bathroom, Four beds",266092932,189,Hell's Kitchen,6,Entire home/apt,Manhattan,2,14,12,4,4.83,63,15,https://www.airbnb.com/rooms/36182794
36198348,Mint Condition Crown Heights Studio with Amenities,6801314,99,Crown Heights,2,Entire home/apt,Brooklyn,30,31,8,1,4.89,19,0,https://www.airbnb.com/rooms/36198348
36210670,little Oasis in New York artistic best Bushwick,272342845,120,Bushwick,2,Entire home/apt,Brooklyn,30,1125,35,1,4.91,33,4,https://www.airbnb.com/rooms/36210670
36222367,Garden flat with patio in New York most artistic,272342845,170,Bushwick,2,Entire home/apt,Brooklyn,30,120,62,1,4.94,16,3,https://www.airbnb.com/rooms/36222367
36223408,Private queen bedroom next to Empire State Bldg,167228202,140,Chelsea,2,Private room,Manhattan,30,1125,63,1,4.75,4,0,https://www.airbnb.com/rooms/36223408
36223669,Harlem 2 Bedroom,41932662,149,East Harlem,5,Entire home/apt,Manhattan,30,30,88,2,4.95,19,0,https://www.airbnb.com/rooms/36223669
36224443,Best luxury deal in Manhattan.,158718264,250,Theater District,3,Entire home/apt,Manhattan,30,1125,90,1,4.91,11,2,https://www.airbnb.com/rooms/36224443
36228780,REAL 1BR+ Entire Apt+ Elevator+Convenient location,211353297,135,East Harlem,2,Entire home/apt,Manhattan,30,90,63,1,4.71,7,0,https://www.airbnb.com/rooms/36228780
36236022,Private Entrance 2 Bedroom Apt—Amazing Location!!!,272545283,199,Clinton Hill,5,Entire home/apt,Brooklyn,7,28,37,2,4.9,49,18,https://www.airbnb.com/rooms/36236022
36236515,Tranquil Haven-8 mins to JFK/LIRR /Air Train Rm.#3,178272943,60,Jamaica,2,Private room,Queens,1,3,61,1,4.91,118,47,https://www.airbnb.com/rooms/36236515
36237732,"Staypineapple New York, Celebrity King",270122518,139,Hell's Kitchen,2,Private room,Manhattan,1,28,89,1,4.57,30,27,https://www.airbnb.com/rooms/36237732
36238700,"Staypineapple New York, Cosmo Connectors",270122518,284,Hell's Kitchen,4,Private room,Manhattan,1,28,38,2,4.6,10,10,https://www.airbnb.com/rooms/36238700
36238749,"Staypineapple New York, Cosmo King",270122518,129,Hell's Kitchen,2,Private room,Manhattan,1,28,37,1,4.64,98,51,https://www.airbnb.com/rooms/36238749
36238864,Home away from home 2BDR apartment,272571748,169,Canarsie,4,Entire home/apt,Brooklyn,2,28,84,2,4.4,54,18,https://www.airbnb.com/rooms/36238864
36239436,★ Pvt Suite in 4BR Duplex ★ Laundry Yard ★ Room A,49164956,65,Bedford-Stuyvesant,1,Private room,Brooklyn,60,1125,30,2,5,10,6,https://www.airbnb.com/rooms/36239436
36239518,"Staypineapple New York, Fashionista Connectors",270122518,279,Hell's Kitchen,4,Private room,Manhattan,1,28,73,2,3.14,7,6,https://www.airbnb.com/rooms/36239518
36239568,"Staypineapple New York, Fashionista King",270122518,129,Hell's Kitchen,2,Private room,Manhattan,1,28,78,1,4.71,65,53,https://www.airbnb.com/rooms/36239568
36239614,"Staypineapple New York, Fashionista w/Comm.",270122518,129,Hell's Kitchen,2,Private room,Manhattan,1,28,84,1,4.73,11,6,https://www.airbnb.com/rooms/36239614
36239665,"Staypineapple New York, Glamour King",270122518,149,Hell's Kitchen,2,Private room,Manhattan,1,28,68,1,4.63,16,15,https://www.airbnb.com/rooms/36239665
36239748,"Staypineapple New York, Glamour King Mobility Acc",270122518,149,Hell's Kitchen,2,Private room,Manhattan,1,28,90,1,3.5,2,1,https://www.airbnb.com/rooms/36239748
